"sale_price"	"sq_ft_lot"	"sq_rt_price"	"recipt_price"	"log_sale_price"	"log_lot_size"	"resid"	"stand_resid"	"stud_resid"	"cooks_dist"	"dfbeta.(Intercept)"	"dfbeta.sq_ft_lot"	"dffit"	"leverage"	"covariance_ratios"
265000	112650	514.78150704935	3.77358490566038e-06	12.4874851049684	11.6320409458604	-472685.704693394	-1.1775082418155	-1.17752593530828	0.000189874741072877	-13.9609341528476	-0.00102530756805152	-0.0194874548011464	0.000273810657651526	1.00021376658439
1392000	17291	1179.83049630021	7.18390804597701e-07	14.1462521198765	9.75794141390479	735464.08359707	1.83193684412539	1.8321046493921	0.000131422497246262	59.1083308524568	-8.70963538515268e-05	0.0162139800745652	7.83149550839045e-05	0.999711976612232
717390	5760	846.988783869066	1.39394192837926e-06	13.4833749047582	8.65869275368994	70666.8774474391	0.176021701869075	0.176015071552187	1.30505738086468e-06	6.11387492579016	-2.79125627885053e-05	0.00161552410438867	8.42346134736079e-05	1.00023493903464
552000	10827	742.967024840268	1.81159420289855e-06	13.2213033252592	9.2897982933109	-99035.1012569074	-0.246682720051182	-0.246673714499671	2.46009113326547e-06	-8.3006415640332	2.70819690381888e-05	-0.00221806740985749	8.08478771700002e-05	1.00022690601719
470000	3962	685.565460040104	2.12765957446809e-06	13.0604879736862	8.2845042272585	-175193.038141585	-0.436382658175543	-0.436368925252644	8.16370288357634e-06	-15.3251078416323	7.67542488853924e-05	-0.00404059131060646	8.57324005556524e-05	1.00021164008842
523935	4764	723.833544400921	1.90863370456259e-06	13.1691229098073	8.46884293047519	-121940.534080185	-0.30373761810991	-0.303726900443802	3.92331951235959e-06	-10.6146693356762	5.1078044964142e-05	-0.00280108644680711	8.50451539845693e-05	1.00022622058819
399900	4781	632.376470150495	2.50062515628907e-06	12.8989697948349	8.4724050086261	-245990.000951701	-0.612728302362553	-0.612713426211112	1.59631904968897e-05	-21.4106870771176	0.000102939172650148	-0.00565020625822333	8.50309203198487e-05	1.00018216648343
335105	2752	578.882544217737	2.98413929962251e-06	12.7221991945332	7.92008319905323	-309058.33728659	-0.769823812924625	-0.76981162210376	2.57305141901824e-05	-27.2344515196085	0.000144371674845316	-0.00717352065126718	8.68276542870868e-05	1.00015018663591
572950	3792	756.934607479404	1.74535299764377e-06	13.2585537318546	8.24064886337491	-72098.3694264204	-0.179587504094761	-0.179580748314163	1.38503861184379e-06	-6.31338019132318	3.18811670844077e-05	-0.00166429228691729	8.58820391030379e-05	1.00023638978212
949950	6204	974.653784684593	1.05268698352545e-06	13.7641646306127	8.73294952429643	302849.036803127	0.754356150578493	0.754343513383702	2.387054680979e-05	26.1298442475364	-0.000116396615139964	0.00690937725757253	8.38886215284418e-05	1.00015091325743
905000	46270	951.314879522022	1.10497237569061e-06	13.7156902226821	10.742249081901	223803.173616163	0.557465701833039	0.557450766062766	1.42332095458996e-05	14.5292810382375	0.000129049918115642	0.00533525011151267	9.15918337846041e-05	1.00019878629011
750073	5697	866.067549328573	1.33320356818603e-06	13.5279258141092	8.64769499948039	103403.489971294	0.257564213888999	0.257554866023719	2.79592314398141e-06	8.94961672157669	-4.09993753849735e-05	0.00236462267640836	8.42844729449066e-05	1.00022949034368
526718	6386	725.75340164549	1.8985491287558e-06	13.1744205799397	8.76186337327473	-120537.843821343	-0.30024350910819	-0.300232890105867	3.77516555928953e-06	-10.3883194897745	4.58011900090361e-05	-0.00274768940171739	8.3749528356252e-05	1.00022525276832
690749	7583	831.11310902909	1.44770386927813e-06	13.4455317950828	8.93366417870094	42474.5182254096	0.105798249033032	0.105794182480815	4.63855684928356e-07	3.63347473589647	-1.49197678297904e-05	0.000963140724197641	8.28743100079078e-05	1.00023665612756
640000	35006	800	1.5625e-06	13.3692234553359	10.4632747543508	-31611.247515521	-0.0787392705546437	-0.0787362287818728	2.53117132528931e-07	-2.24201220374353	-9.68750747656035e-06	-0.000711473930086591	8.16456974938836e-05	1.00023620370447
485000	7560	696.419413859206	2.06185567010309e-06	13.0919041699196	8.93062646917358	-163254.908948421	-0.40664578137838	-0.406632588018263	6.8539857795027e-06	-13.9676128052286	5.7435625941497e-05	-0.00370230766966252	8.28904794980144e-05	1.00021269605728
270000	11180	519.615242270663	3.7037037037037e-06	12.5061772379805	9.32188174670909	-381335.501588984	-0.949853826069781	-0.949850215666983	3.63885764318482e-05	-31.8899188407675	0.000101050776547957	-0.00853092020895423	8.06578196429649e-05	1.00009586973216
480000	7600	692.820323027551	2.08333333333333e-06	13.0815413828841	8.93590352627442	-168288.948646107	-0.419184883925484	-0.419171452468486	7.28072446590672e-06	-14.3947212793294	5.90452262158129e-05	-0.00381582439262993	8.28623749536399e-05	1.00021105751038
450400	7640	671.118469422501	2.2202486678508e-06	13.0178913558076	8.94115288216057	-197922.988343793	-0.492999239699148	-0.492984733395062	1.00672054823196e-05	-16.9252697847365	6.92526298326967e-05	-0.00448700636150693	8.28343471527231e-05	1.00020055800793
462150	4766	679.81615161748	2.16379963215406e-06	13.0436447926929	8.46926265765869	-183727.236065069	-0.457640057414193	-0.457625993590566	8.9062733317573e-06	-15.9928770329796	7.69502397048507e-05	-0.00422036158152588	8.50434787163087e-05	1.00020799537262
418000	29285	646.529195009785	2.39234449760766e-06	12.9432367115069	10.2848307185239	-248742.719754012	-0.619583066070975	-0.619568226938759	1.51500768255555e-05	-18.4005886851659	-4.20979733372772e-05	-0.00550442569934516	7.89244336340392e-05	1.00017474472206
350000	28087	591.607978309962	2.85714285714286e-06	12.7656884334656	10.243062114822	-315723.230808323	-0.786421935373155	-0.786410271356123	2.42929484452563e-05	-23.5570728374175	-4.43622349123723e-05	-0.00697025506513332	7.85533788583218e-05	1.00013789342849
1445000	36446	1202.08152801713	6.92041522491349e-07	14.1836198795287	10.503586992046	772163.323367791	1.9233535514182	1.9235554058798	0.000152752465998392	54.1725525006555	0.000263304069756715	0.017480533755365	8.2577953121335e-05	0.999662863339614
729000	21807	853.814968245462	1.37174211248285e-06	13.4994290109908	9.98998629815275	68621.0017283452	0.170925144634333	0.170918694544732	1.13561128506658e-06	5.3497668026896	-6.93825170374349e-07	0.00150700071602741	7.77345380763695e-05	1.00022871192362
542000	11200	736.206492772238	1.8450184501845e-06	13.2030212804218	9.32366905728319	-109352.521437827	-0.272381957345428	-0.272372154834105	2.9919281554164e-06	-9.14365000617251	2.89250651187906e-05	-0.0024461041726074	8.06472304193074e-05	1.00022463073099
485000	9660	696.419413859206	2.06185567010309e-06	13.0919041699196	9.17574892720656	-165041.993076925	-0.411096882980633	-0.411083603370511	6.88892135707738e-06	-13.9357123747592	4.97516003220214e-05	-0.00371173175226114	8.15187384802618e-05	1.0002107578439
445000	7140	667.083203206317	2.24719101123595e-06	13.0058295611484	8.87346805533363	-202897.49212272	-0.505390141842969	-0.505375513967792	1.06250722333245e-05	-17.4047538736328	7.34263980703658e-05	-0.00460965447377747	8.31902106002063e-05	1.00019899005749
754500	6312	868.619594529159	1.32538104705103e-06	13.53381055719	8.75020786252571	107307.129619375	0.267287592310276	0.26727794457202	2.99390867196378e-06	9.25229015605459	-4.09643242432202e-05	0.00244691338047054	8.38058910561809e-05	1.0002282179359
640900	5580	800.562302385017	1.56030581994071e-06	13.3706287174923	8.62694405537536	-5669.94391297486	-0.0141230698802581	-0.0141225209986796	8.41573209900347e-09	-0.49108981528374	2.26403785091557e-06	-0.00012973109088112	8.4377574173771e-05	1.00023986965295
589950	3832	768.082026869526	1.69505890329689e-06	13.2877930665281	8.25114213909075	-55132.4091241061	-0.137327538100532	-0.137322300579531	8.09554683744898e-07	-4.82655962971812	2.43260981129617e-05	-0.00127239375499494	8.58467053249461e-05	1.00023843731418
465000	3503	681.909084849293	2.1505376344086e-06	13.0497926845695	8.16137502319749	-179802.432610641	-0.447864140595773	-0.447850223093145	8.6397838669623e-06	-15.7723231560067	8.07531298642688e-05	-0.00415674076842332	8.61396059137216e-05	1.0002104685045
443509	4939	665.964713779942	2.25474567596148e-06	13.0024733736488	8.50491816054062	-202515.45775756	-0.504438977139911	-0.504424357961271	1.08025983552147e-05	-17.6096514062432	8.39789774999636e-05	-0.00464800435083357	8.48992940768254e-05	1.00020084900437
362000	7381	601.664358259653	2.76243093922652e-06	12.7993994908079	8.90666440977005	-286102.581301277	-0.712642675484591	-0.712629041905088	2.10822872929649e-05	-24.5054068737805	0.000101883661670809	-0.00649330126352785	8.30171874654296e-05	1.00015955816367
494000	3910	702.851335632223	2.02429149797571e-06	13.1102907961701	8.27129265297941	-151148.786534593	-0.376491620057803	-0.376479059441597	6.07986492370433e-06	-13.2260145753484	6.64086772179499e-05	-0.00348696408190416	8.57780251910372e-05	1.00021925705573
345000	2437	587.367006223537	2.89855072463768e-06	12.7512996960135	7.79852305362521	-298895.274667314	-0.744509066351682	-0.744496166968997	2.41483321690998e-05	-26.3890788041587	0.000141882385002243	-0.00694945974693514	8.71243028366412e-05	1.00015644503495
1053649	8517	1026.47406202008	9.49082664150965e-07	13.8677699355431	9.04981944514108	404579.691284447	1.00775267443308	1.00775328421931	4.17630413736735e-05	34.4082118789034	-0.000133051050825296	0.00913926604437294	8.22391244236829e-05	1.00007982531236
870000	47042	932.737905308882	1.14942528735632e-06	13.6762484906308	10.7587960986755	188146.207450827	0.46864887270631	0.468634656330463	1.01585079996615e-05	12.1370068877129	0.000111973140336367	0.00450730333927756	9.24963502764503e-05	1.00021386458595
844148	9521	918.775271761272	1.18462639252832e-06	13.6460831136554	9.16125516428569	194224.294872533	0.483785999531063	0.483771595088823	9.55032497502773e-06	16.4141838434074	-5.91960636460728e-05	0.00437029890806787	8.16029975917611e-05	1.00020072587928
765719	5760	875.053712637116	1.30596210881537e-06	13.5485705406891	8.65869275368994	118995.877447439	0.296402750769359	0.296392241205172	3.70051045428477e-06	10.2951472836679	-4.70019338734112e-05	0.00272038528177269	8.42346134736079e-05	1.00022609439131
689000	4970	830.060238777885	1.45137880986938e-06	13.4429965499958	8.51117511909067	42949.1614767333	0.106980627780119	0.106976516827149	4.85724288537845e-07	3.73391739380478	-1.77781963575311e-05	0.000985583034882858	8.48736091871879e-05	1.0002386169426
446400	220654	668.131723539603	2.24014336917563e-06	13.0089706900492	12.3043511427908	-383196.292414776	-0.9549383914317	-0.954935121231144	0.000466451423416487	10.7592328719705	-0.00182538334357773	-0.0305433537347308	0.00102197822992746	1.00103673592754
849990	13519	921.949022451892	1.17648442922858e-06	13.6529798636914	9.51185138236441	196664.027088839	0.489862533845292	0.489848061134074	9.54531844111064e-06	16.2011506784129	-4.10816129221039e-05	0.00436915424936779	7.9549493478562e-05	1.00019775168911
798000	52915	893.308457365092	1.2531328320802e-06	13.5898638764319	10.8764421315278	111148.328838112	0.276857786996694	0.276847849863678	3.84490879277781e-06	6.82203044475495	8.18058348618506e-05	0.00277295250249249	0.000100313407674781	1.00024392097511
527593	4639	726.355973335389	1.89540043177222e-06	13.1760804321103	8.44225410475174	-118176.160024917	-0.294361079523318	-0.294350628550233	3.68938205672457e-06	-10.2948650303511	4.98555393290588e-05	-0.00271629162142161	8.5150238970353e-05	1.00022719788288
599500	5072	774.273853361974	1.66805671392827e-06	13.3038512534497	8.53149049611706	-46637.6397523654	-0.116168129884444	-0.116163675140039	5.72166603506934e-07	-4.05205009225759	1.91908934485232e-05	-0.00106969408912855	8.47894229591282e-05	1.00023821388123
540430	2747	735.139442554948	1.85037840238329e-06	13.2001203979611	7.91826468609527	-103729.082324379	-0.258375549916366	-0.258366176809019	2.89862463278751e-06	-9.14096076331419	4.84678266533767e-05	-0.00240766041185106	8.68323258216103e-05	1.00023197390114
148000	3430	384.707681233427	6.75675675675676e-06	11.9049675527463	8.14031554015999	-496740.310162364	-1.23731462465842	-1.23734016382116	6.59935822588064e-05	-43.5935441164582	0.000223966468001926	-0.0114888038200228	8.62052997994386e-05	1.00000364667752
1900000	37017	1378.40487520902	5.26315789473684e-07	14.4573644441367	10.5191325455666	1226677.40668333	3.05548676529417	3.05647739362741	0.000387360147325188	85.6864398961913	0.000435090810284697	0.0278428217816734	8.29751568281018e-05	0.998787073231526
1080135	7694	1039.29543441699	9.2581019965097e-07	13.8925965912886	8.94819608331224	431766.058064332	1.07547049547091	1.07547704421066	4.78867796815579e-05	36.9097928589985	-0.000150514374090993	0.00978645623975683	8.27966313557953e-05	1.00005844509771
451129	4581	671.661373014706	2.21666086640407e-06	13.0195086086279	8.42967259388674	-194590.802463272	-0.484699791143996	-0.484685376168005	1.00089486105165e-05	-16.9577115036194	8.23636464468972e-05	-0.00447400341683646	8.5199252952213e-05	1.00020418552929
393000	4995	626.897120746299	2.54452926208651e-06	12.8815648908514	8.51619269108265	-253072.11333432	-0.630368844170476	-0.630354077063668	1.68602176291937e-05	-21.9982286906573	0.00010460386613476	-0.00580679390006489	8.48529291417752e-05	1.0001785781175
384950	6960	620.443389843102	2.59773996622938e-06	12.8608687347062	8.84793475332846	-262794.313483134	-0.654585045287442	-0.654570502644664	1.78522994365551e-05	-22.5679862527868	9.62369495971641e-05	-0.00597519978096025	8.33212568785581e-05	1.00017220687206
579950	3442	761.544483270675	1.724286576429e-06	13.27069717191	8.14380797677148	-64800.5220716698	-0.161409556604949	-0.161403445758317	1.12291116259528e-06	-5.68642889390467	2.91981125447551e-05	-0.00149855005857649	8.61944832494602e-05	1.0002376663496
538595	6069	733.890318780674	1.8566826650823e-06	13.1967191759894	8.71094912583585	-108391.079217184	-0.269987589852592	-0.269977859881638	3.06151405212133e-06	-9.35979508899991	4.20098524330658e-05	-0.00247438614238891	8.39928213591212e-05	1.0002281793192
535500	31520	731.778655059028	1.86741363211951e-06	13.1909561688699	10.3583775439718	-133144.687862205	-0.331644802163902	-0.331633328347821	4.38892020858455e-06	-9.69065490783299	-2.96710236488593e-05	-0.00296263954254204	7.98006874391247e-05	1.00021821687571
530020	3306	728.024724854864	1.88672125580167e-06	13.1806700206654	8.10349427838097	-114614.787099538	-0.285490340392868	-0.28548014728594	3.51794510995144e-06	-10.066082990039	5.20175154210084e-05	-0.0026524305480076	8.63174752539036e-05	1.00022916544176
1075000	141570	1036.82206766639	9.30232558139535e-07	13.8878312195439	11.8605495733885	312703.593879785	0.779033193175574	0.779021288471681	0.000127287117065694	4.41416407338172	0.000895359893692374	0.0159551387865649	0.000419295677008041	1.00048062506469
691321	5934	831.45715463877	1.44650603699295e-06	13.4463595390215	8.68845380085077	44449.804762506	0.110718486931429	0.110714235845412	5.15503882551378e-07	3.84153268972328	-1.73716321096418e-05	0.00101534653917299	8.40978953457487e-05	1.00023771442583
657953	5833	811.14302068131	1.51986540072011e-06	13.3968887791849	8.67128672675364	11167.7549991626	0.0278173771851747	0.0278162967065374	3.25711256391348e-08	0.965764177774775	-4.39157489335874e-06	0.000255219887321295	8.41770778970933e-05	1.00023957976836
623990	5229	789.930376678856	1.60258978509271e-06	13.3438896215821	8.56197533418813	-22281.2455657821	-0.0554996023847487	-0.0554974516525125	1.30397412675772e-07	-1.93401151589576	9.08459370985356e-06	-0.000510660956987713	8.46608173898371e-05	1.00023970496876
661500	29888	813.326502703558	1.51171579743008e-06	13.4022652625371	10.3052123410286	-5755.86819662508	-0.0143370581787875	-0.0143365009841225	8.13402299560125e-09	-0.423936477677883	-1.05738500711905e-06	-0.000127541293449725	7.91372448189185e-05	1.00023462670461
650100	6962	806.28778981205	1.5382248884787e-06	13.3848814761926	8.84822206837138	2353.98453198135	0.00586345667043268	0.00586322875435337	1.43239174680081e-09	0.202150610349897	-8.61931193835608e-07	5.35215917758723e-05	8.3319792271089e-05	1.00023883720285
549000	8000	740.945342113708	1.82149362477231e-06	13.2158537204917	8.98719682066197	-99629.3456229647	-0.248163116090005	-0.248154063560657	2.54322279398211e-06	-8.50062191381957	3.39997505142026e-05	-0.00225523269454956	8.25855504000698e-05	1.00022853029858
435000	12272	659.545297913646	2.29885057471264e-06	12.9831013100708	9.41507552360704	-217264.785335806	-0.541176287010351	-0.541161411203734	1.1731585149351e-05	-18.0426897851581	5.18830131510568e-05	-0.00484374652611688	8.01077223229667e-05	1.00019008215706
430000	8610	655.7438524302	2.32558139534884e-06	12.9715404876697	9.06067959742178	-219148.451012673	-0.545868800713185	-0.545853904154028	1.22444335506256e-05	-18.6270096451579	7.15808631535227e-05	-0.0049484877018241	8.21781684697199e-05	1.00019135987312
879950	10605	938.056501496578	1.13642820614808e-06	13.6876203666584	9.26908086699878	229103.819065249	0.5706659155008	0.5706509563981	1.31854716977952e-05	19.2294884711095	-6.38702105796949e-05	0.00513513007320393	8.09704647779547e-05	1.00018584604623
810000	71869	900	1.23456790123457e-06	13.6047895266486	11.1826002963543	107018.618089704	0.266576016735431	0.266566390745187	4.86231383901067e-06	5.48730808874685	0.000127422376546437	0.00311832092369873	0.000136826874583955	1.00028131736026
732500	10200	855.862138431184	1.36518771331058e-06	13.5042186198734	9.23014299927236	81998.4710043172	0.204246869788777	0.204239261508143	1.69384301590949e-06	6.90012646909718	-2.36562739109615e-05	0.00184049820730679	8.12001942861119e-05	1.00023023442577
655000	9837	809.320702811932	1.52671755725191e-06	13.3923905146174	9.19390606551276	4807.38126081571	0.0119745242411981	0.0119740588349931	5.83733360627203e-09	0.405468953849313	-1.42876755967946e-06	0.000108045174471023	8.141278588346e-05	1.00023691263243
550000	5376	741.619848709566	1.81818181818182e-06	13.2176735572087	8.58969988220299	-96396.3414547774	-0.240110378345958	-0.240101582868439	2.43724061391583e-06	-8.35964414279211	3.89632115740238e-05	-0.00220774185999228	8.45414749804676e-05	1.00023109833584
410000	6269	640.312423743285	2.4390243902439e-06	12.9239124386805	8.74337213127397	-237156.277705612	-0.590724323127373	-0.590709373143549	1.46292137392682e-05	-20.4536472054996	9.07786163737929e-05	-0.00540896908471309	8.38387630098931e-05	1.00018509223011
665906	5704	816.030636679776	1.50171345505221e-06	13.40890379842	8.64892296209413	19230.5330241992	0.0479006763570064	0.0478988186370058	9.66960824389953e-08	1.66433916286002	-7.62165752102699e-06	0.000439746705057067	8.42789236025776e-05	1.00023944514969
711000	28563	843.208159353312	1.40646976090014e-06	13.4744277087854	10.2598674529538	44871.6967892165	0.111769061143054	0.111764770735235	4.91565169624214e-07	3.33662738156801	6.81719501749645e-06	0.000991491231983297	7.86925675818207e-05	1.00023227103622
647500	4669	804.673846971554	1.54440154440154e-06	13.3808740725558	8.44870019497094	1705.31020181885	0.00424770059778521	0.00424753548441666	7.68018429159548e-10	0.148530081381339	-7.18200292694023e-07	3.91907826579201e-05	8.51249502241229e-05	1.00024064548645
594950	4560	771.330020159983	1.68081351374065e-06	13.2962326473833	8.42507790250843	-50751.9316219874	-0.126416308297814	-0.126411472778398	6.80988320043551e-07	-4.42337041773721	2.15071234936941e-05	-0.00116699290863587	8.52170391806072e-05	1.00023825500057
590000	4443	768.114574786861	1.69491525423729e-06	13.2878778158819	8.39908510293591	-55602.3655062565	-0.138498100563777	-0.138492820136955	8.18328791177525e-07	-4.84958698592125	2.3718621854047e-05	-0.00127927041128138	8.53165211003699e-05	1.00023785674475
521674	3587	722.270032605535	1.91690596042739e-06	13.1647981506975	8.18507147753228	-123199.915975781	-0.306874726953812	-0.306863921441128	4.05277802466791e-06	-10.8016153144326	5.50835116249093e-05	-0.00284692557720942	8.606432922831e-05	1.00022694217203
488610	3966	699.006437738595	2.04662205030597e-06	13.0993199042357	8.28551330907974	-156586.442111354	-0.390036090748341	-0.390023235660799	6.52144836689705e-06	-13.6971515928217	6.85874449948091e-05	-0.00361137605266805	8.57288963403572e-05	1.00021759326551
403250	3946	635.019684734261	2.47985120892746e-06	12.9073119959875	8.28045768658256	-241929.422262511	-0.602614157720366	-0.602599239189139	1.55704774245184e-05	-21.1649739355753	0.000106085130718386	-0.00558026997509357	8.57464250911792e-05	1.00018479382761
560000	7910	748.331477354788	1.78571428571429e-06	13.2356920627113	8.9758830607617	-88552.7563031717	-0.220572849116166	-0.220564692149342	2.01065693109343e-06	-7.55978937974182	3.04108777497809e-05	-0.00200524722781144	8.26471668176011e-05	1.00023060321849
560000	8566	748.331477354788	1.78571428571429e-06	13.2356920627113	9.05555615817532	-89111.0073452185	-0.221963327531259	-0.221955124452328	2.02524108687253e-06	-7.57627870142296	2.92005333614453e-05	-0.0020125065944387	8.22069561398838e-05	1.00023006717222
390750	4152	625.09999200128	2.55918106206014e-06	12.8758232482837	8.33134542484572	-254604.726705592	-0.63418660582628	-0.634171868297189	1.72086411241115e-05	-22.2458949814273	0.000110385236740972	-0.00586648810248146	8.55667978646891e-05	1.00017854137248
405000	9101	636.396103067893	2.46913580246914e-06	12.9116423460887	9.11613957657736	-244566.288301766	-0.609181058998232	-0.609166166331182	1.51910287686405e-05	-20.7234285442713	7.70030299846475e-05	-0.00551185740502711	8.18632240397976e-05	1.00017967202565
1520000	19173	1232.8828005938	6.57894736842105e-07	14.2342208928225	9.86125831831839	861862.515820954	2.14677704552784	2.14707826622204	0.000179645851484336	68.4020326576101	-6.31619044442666e-05	0.0189576511367989	7.7954186901416e-05	0.999516861408525
714950	5760	845.547160127689	1.39869920973495e-06	13.479967889161	8.65869275368994	68226.8774474391	0.16994398953659	0.16993757426295	1.21649070409203e-06	5.90277383631549	-2.69487922687935e-05	0.00155974283930417	8.42346134736079e-05	1.00023526604688
